fir_id,district,police_station,ipc_section,crime_type,date_of_incident,location_description,latitude,longitude,modus_operandi,investigation_status,fir_text
FIR-2025-KA-3995,Hubballi-Dharwad,Hubballi-Dharwad Police Station,420,Cheating/Fraud,2025-12-30,"63/089, Sane Zila, Dindigul-426917",15.554134,74.843252,Assaulted victim following heated argument over traffic,Closed,"An incident of Cheating/Fraud under IPC Section 420 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at 63/089, Sane Zila, Dindigul-426917. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2024-KA-3996,Bengaluru Urban,Bengaluru Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2025-05-28,"H.No. 46, Balay Path, Varanasi-978143",13.06578,77.648591,Broke open padlock of shop at night,Closed,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at H.No. 46, Balay Path, Varanasi-978143. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Closed."
FIR-2024-KA-3997,Vijayapura,Vijayapura Police Station,506,Criminal Intimidation,2023-12-02,"H.No. 12, Ratta Nagar, Saharsa 229957",14.512866,76.677971,Threatened victim with knife in isolated area,Closed,"An incident of Criminal Intimidation under IPC Section 506 was reported at Vijayapura Police Station, Vijayapura. The incident took place at H.No. 12, Ratta Nagar, Saharsa 229957. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2025-KA-3998,Vijayapura,Vijayapura Police Station,307,Attempt to Murder,2024-07-09,"H.No. 43, Bumb Zila, Muzaffarpur-073272",18.305981,75.21185,Entered through unlocked door,Chargesheeted,"An incident of Attempt to Murder under IPC Section 307 was reported at Vijayapura Police Station, Vijayapura. The incident took place at H.No. 43, Bumb Zila, Muzaffarpur-073272. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2023-KA-3999,Mysuru,Mysuru Police Station,395,Dacoity,2024-10-23,"201, Mannan Marg, Korba 837395",13.988584,76.19141,Snatched chain from victim walking on road,Chargesheeted,"An incident of Dacoity under IPC Section 395 was reported at Mysuru Police Station, Mysuru. The incident took place at 201, Mannan Marg, Korba 837395. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2024-KA-4000,Bengaluru Rural,Bengaluru Police Station,364,Kidnapping in Order to Murder,2024-11-04,"77/29, Sridhar Ganj, Jehanabad-900138",12.788514,75.376935,Threatened victim with knife in isolated area,Open,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 77/29, Sridhar Ganj, Jehanabad-900138. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Open."
FIR-2026-KA-4001,Shivamogga,Shivamogga Police Station,384,Extortion,2025-12-13,"H.No. 56, Palla Marg, Burhanpur 805583",15.149872,77.557188,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Extortion under IPC Section 384 was reported at Shivamogga Police Station, Shivamogga. The incident took place at H.No. 56, Palla Marg, Burhanpur 805583. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2024-KA-4002,Shivamogga,Shivamogga Police Station,364,Kidnapping in Order to Murder,2023-11-26,"74/47, Choudhary Marg, Bhilwara 295794",11.729681,76.626584,Offered high returns on fake investment scheme,Open,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 74/47, Choudhary Marg, Bhilwara 295794. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2026-KA-4003,Mysuru,Mysuru Police Station,406,Criminal Breach of Trust,2025-01-31,"H.No. 93, Nayak Nagar, Jaunpur-105112",12.004226,76.029264,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Mysuru Police Station, Mysuru. The incident took place at H.No. 93, Nayak Nagar, Jaunpur-105112. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2025-KA-4004,Bengaluru Urban,Bengaluru Police Station,506,Criminal Intimidation,2025-11-22,"72/22, Naidu, Amritsar-419687",13.066125,77.523226,Broke open padlock of shop at night,Chargesheeted,"An incident of Criminal Intimidation under IPC Section 506 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 72/22, Naidu, Amritsar-419687. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Chargesheeted."
FIR-2023-KA-4005,Shivamogga,Shivamogga Police Station,506,Criminal Intimidation,2026-03-24,"49, Chandran Street, Ramagundam 587997",17.445692,77.669866,Broke open padlock of shop at night,Open,"An incident of Criminal Intimidation under IPC Section 506 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 49, Chandran Street, Ramagundam 587997. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2023-KA-4006,Bengaluru Rural,Bengaluru Police Station,420,Cheating/Fraud,2024-11-14,"91, Bava Nagar, Asansol-140409",12.72694,75.61191,Offered high returns on fake investment scheme,Closed,"An incident of Cheating/Fraud under IPC Section 420 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 91, Bava Nagar, Asansol-140409. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2026-KA-4007,Davangere,Davangere Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2024-01-05,"43, Chokshi Ganj, Salem 082192",12.38597,74.814088,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Davangere Police Station, Davangere. The incident took place at 43, Chokshi Ganj, Salem 082192. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2025-KA-4008,Tumakuru,Tumakuru Police Station,376,Rape,2026-05-08,"54/50, Ahuja Nagar, Tezpur 723609",12.395529,75.578155,Threatened victim with knife in isolated area,Closed,"An incident of Rape under IPC Section 376 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 54/50, Ahuja Nagar, Tezpur 723609. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2025-KA-4009,Shivamogga,Shivamogga Police Station,395,Dacoity,2024-11-14,"831, Dada Street, Ballia-548040",16.090746,76.198372,Created fake profile on social media to defraud,Closed,"An incident of Dacoity under IPC Section 395 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 831, Dada Street, Ballia-548040. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Closed."
FIR-2023-KA-4010,Bengaluru Rural,Bengaluru Police Station,307,Attempt to Murder,2026-01-20,"411, Dhingra Street, Bhagalpur-047124",15.095191,75.199943,Snatched chain from victim walking on road,Chargesheeted,"An incident of Attempt to Murder under IPC Section 307 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 411, Dhingra Street, Bhagalpur-047124. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2023-KA-4011,Bengaluru Rural,Bengaluru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2025-09-16,"H.No. 984, Khosla Path, Karaikudi 101750",13.676936,77.149344,Broke open padlock of shop at night,Chargesheeted,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at H.No. 984, Khosla Path, Karaikudi 101750. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Chargesheeted."
FIR-2023-KA-4012,Kalaburagi,Kalaburagi Police Station,307,Attempt to Murder,2026-04-12,"03/564, Guha Circle, Tezpur 423207",17.006107,75.406821,Assaulted victim following heated argument over traffic,Open,"An incident of Attempt to Murder under IPC Section 307 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 03/564, Guha Circle, Tezpur 423207. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Open."
FIR-2026-KA-4013,Vijayapura,Vijayapura Police Station,364,Kidnapping in Order to Murder,2023-11-22,"H.No. 97, Nair Marg, Amaravati-114350",16.518968,74.347277,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Vijayapura Police Station, Vijayapura. The incident took place at H.No. 97, Nair Marg, Amaravati-114350. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2023-KA-4014,Mangaluru,Mangaluru Police Station,395,Dacoity,2024-08-16,"82/419, Tank Nagar, Maheshtala-577183",15.394775,77.208499,Entered through unlocked door,Chargesheeted,"An incident of Dacoity under IPC Section 395 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 82/419, Tank Nagar, Maheshtala-577183. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2025-KA-4015,Bengaluru Urban,Bengaluru Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2024-11-11,"60/011, Ramaswamy Zila, Satara-821869",12.855388,77.721008,Offered high returns on fake investment scheme,Open,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 60/011, Ramaswamy Zila, Satara-821869. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2026-KA-4016,Davangere,Davangere Police Station,406,Criminal Breach of Trust,2025-01-23,"H.No. 252, Wadhwa Circle, Katihar-280235",17.943085,74.769514,Entered through unlocked door,Chargesheeted,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 252, Wadhwa Circle, Katihar-280235. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2024-KA-4017,Hassan,Hassan Police Station,498A,Cruelty by Husband or Relatives,2026-05-15,"61, Mukhopadhyay Zila, Jalna-907406",15.101306,76.091415,Broke open padlock of shop at night,Closed,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Hassan Police Station, Hassan. The incident took place at 61, Mukhopadhyay Zila, Jalna-907406. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Closed."
FIR-2024-KA-4018,Tumakuru,Tumakuru Police Station,363,Kidnapping,2025-07-26,"53, Balay Zila, Ahmednagar-508586",15.592845,78.397794,Snatched chain from victim walking on road,Closed,"An incident of Kidnapping under IPC Section 363 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 53, Balay Zila, Ahmednagar-508586. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
FIR-2026-KA-4019,Bengaluru Urban,Bengaluru Police Station,326,Voluntarily Causing Grievous Hurt by Dangerous Weapons,2026-01-07,"39, Bhalla, Pallavaram 488287",13.070682,77.523332,Snatched chain from victim walking on road,Chargesheeted,"An incident of Voluntarily Causing Grievous Hurt by Dangerous Weapons under IPC Section 326 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 39, Bhalla, Pallavaram 488287. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2023-KA-4020,Vijayapura,Vijayapura Police Station,392,Robbery,2025-05-27,"49/385, Banerjee, Tiruvottiyur 754651",18.236032,74.28396,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Robbery under IPC Section 392 was reported at Vijayapura Police Station, Vijayapura. The incident took place at 49/385, Banerjee, Tiruvottiyur 754651. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2025-KA-4021,Mysuru,Mysuru Police Station,506,Criminal Intimidation,2024-12-05,"05, Rana Marg, Katihar 136366",13.318974,75.405102,Snatched chain from victim walking on road,Closed,"An incident of Criminal Intimidation under IPC Section 506 was reported at Mysuru Police Station, Mysuru. The incident took place at 05, Rana Marg, Katihar 136366. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
